country,iso3,year,population,life_expectancy,inflation_rate,NY.GDP.PCAP.CD
Germany,DEU,1992,80624598,75.819512195122,5.0569779673173,26559.8543879632
Germany,DEU,1993,81156363,75.8707317073171,4.47457650752808,25616.6508772405
Germany,DEU,1994,81438348,76.2707317073171,2.69305639854954,27201.9593555204
Germany,DEU,1995,81678051,76.4219512195122,1.70616041317076,31747.2449398447
Germany,DEU,1996,81914831,76.6731707317073,1.44972701963238,30599.7891048363
Germany,DEU,1997,82034771,77.0731707317073,1.93937198922729,27046.9565464237
Germany,DEU,1998,82047195,77.4756097560976,0.911183535014403,27395.9440608051
Germany,DEU,1999,82100243,77.7268292682927,0.585433064230783,26965.4922773722
Germany,DEU,2000,82211508,77.9268292682927,1.44026838719741,23925.8559901991
Germany,DEU,2001,82349925,78.3292682926829,1.98385731334471,23878.3641471651
Germany,DEU,2002,82488495,78.2292682926829,1.42080615551526,25486.5942008748
Germany,DEU,2003,82534176,78.3804878048781,1.03422218628562,30711.1022511331
Germany,DEU,2004,82516260,78.6804878048781,1.66573696655991,34566.7359143735
Germany,DEU,2005,82469422,78.9317073170732,1.54691114751328,35084.4363546269
Germany,DEU,2006,82376451,79.1317073170732,1.57742642840563,36980.3349948954
Germany,DEU,2007,82266372,79.5341463414634,2.2983440070095,42350.9217211489
Germany,DEU,2008,82110097,79.7365853658537,2.62837981637219,46379.1647953479
Germany,DEU,2009,81902307,79.8365853658537,0.312739007368446,42471.8868625226
Germany,DEU,2010,81776930,79.9878048780488,1.1038103778926,42396.9665976293
Germany,DEU,2011,80274983,80.4365853658537,2.07517283735874,47630.9761883572
Germany,DEU,2012,80425823,80.5390243902439,2.00848884782956,44718.0159214069
Germany,DEU,2013,80645605,80.490243902439,1.50472330251876,47206.8353514242
Germany,DEU,2014,80982500,81.090243902439,0.906794000434245,48959.5991203133
Germany,DEU,2015,81686611,80.6414634146341,0.514426137125456,41929.7549110722
Germany,DEU,2016,82348669,80.990243902439,0.491747008445174,42948.9381932694
Germany,DEU,2017,82657002,80.9926829268293,1.50949485109628,45553.9341495339
Germany,DEU,2018,82905782,80.8926829268293,1.73216879766941,48916.1686612154
Germany,DEU,2019,83092962,81.2926829268293,1.44565976888253,47656.199739747
Germany,DEU,2020,83160871,81.0414634146342,0.144877925813981,47394.8734504469
Germany,DEU,2021,83196078,80.790243902439,3.06666666666673,52349.2459994422
Germany,DEU,2022,83177813,80.6080487804878,6.87257438551096,50506.5179638543
Germany,DEU,2023,83287273,81.0414634146342,5.94643667725823,54776.7668235491
Germany,DEU,2024,83516593,80.7926829268293,2.2564981433876,56103.7323182554
Denmark,DNK,1960,4579603,72.1765853658537,1.25523012552924,1389.0213943225
Denmark,DNK,1961,4611687,72.4382926829268,3.45162858557825,1530.53779004389
Denmark,DNK,1962,4647727,72.319756097561,7.3778195481846,1711.2181376602
Denmark,DNK,1963,4684483,72.4004878048781,6.10503282302932,1807.25279179793
Denmark,DNK,1964,4722072,72.4851219512195,3.09278350515448,2049.39724281483
Denmark,DNK,1965,4759012,72.3707317073171,5.4499999992505,2284.22850484956
Denmark,DNK,1966,4797381,72.4441463414634,7.06495969658814,2487.13627144432
Denmark,DNK,1967,4835354,72.9221951219512,8.20785355844022,2700.74637883336
Denmark,DNK,1968,4864883,73.1214634146341,8.00520710366458,2776.13544525805
Denmark,DNK,1969,4891860,73.2209756097561,3.48791924395193,3151.13324311543
Denmark,DNK,1970,4928757,73.3434146341463,6.51484141652987,3464.45518278408
Denmark,DNK,1971,4963126,73.4146341463415,5.86986959071895,3845.59906810072
Denmark,DNK,1972,4991596,73.4390243902439,6.56236090256542,4653.95587889115
Denmark,DNK,1973,5021861,73.6821951219512,9.30338297973667,6116.89199229142
